objectid,title,date,authors,authors_affiliation,report_type,report_number,publisher,funder,abstract,species,places,concepts,source,language,rights,rightsstatement,format,type,original_filename,filename,display_template,object_location,image_small,image_thumb
ferl-tr-2006-6,"Experimental Evaluation Of Fishway Modifications On The Passage Behavior Of Adult Chinook Salmon And Steelhead At Lower Granite Dam, Snake River 2000-2002",2006,"Naughton, G.P.; Caudill, C.C.; Peery, C.A.; Clabough, T.S.; Jepson, M.A.; Bjornn, T.C.; Stuehrenberg, L.C.","Fish and Wildlife Sciences, University of Idaho; National Marine Fisheries Service, National Oceanic and Atmospheric Administration",Technical Report,2006-6,University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District","In 2000, the five downstream weirs in the transition pool at Lower Granite Dam were modified so that a 0.3 m (1ft) head could be maintained at each weir to increase velocities through submerged orifices. We hypothesized that with higher flows through the underwater orifices, fish would more readily locate the submerged orifices and move into the ladder without delay. A framework for vertical panels was added, allowing for the addition of panels as needed to reduce the width of the overflow section.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha",Columbia River; Snake River; Lower Granite Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; passage behavior; fishways; modifications,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2006-06-CK-SH-passage-behavior-at-Lower-Granite-during-fishway-modifications-2000-2002.pdf,ferl-tr-2006-6.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-tr-2006-6.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-tr-2006-6_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-tr-2006-6_th.jpg
ferl-tr-2006-5,Adult Chinook Salmon And Steelhead Dam Passage Behavior In Response To Manipulated Discharge Through Spillways At Bonneville Dam,2006,"Caudill, C.C.; Peery, C.A.; Daigle, W.R.; Jepson, M.A.; Boggs, C.T.; Bjornn, T.C.; Joosten, D.; Burke, B.J.; Moser, M.L.","Fish and Wildlife Sciences, University of Idaho; Northwest Fisheries Center, National Marine Fisheries Service, National Oceanic and Atmospheric Administration",Technical Report,2006-5,University of Idaho,"U.S. Army Corps of Engineers, Portland District","The river conditions encountered at dams in the Columbia-Snake River Basin by returning adult salmonids are strongly affected by discharge over dam spillways (spill) during spring run-off. In recent years, dam operators have altered hydrosystem operations to continue spilling through the summer in an effort to improve survival of downstream migrating smolts. However, this action may slow the migration of adults through a number of mechanisms. During 2000, 2002, and 2003, spill levels at Bonneville Dam were alternated between low (~75 kcfs) and high (85-160 kcfs) spill volume conditions to determine the effects of spill on adult upstream migration behavior. We monitored daily dam counts and the migration of radio-tagged adult spring, summer, and fall Chinook salmon and steelhead as they passed the dam during these two treatments.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha",Columbia River; Snake River; Bonneville Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; passage behavior; spillways; dam spill manipulation,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2006-05-CK-SH-passage-behavior-in-response-to-manipulated-discharge-Bonneville-2000-2003.pdf,ferl-tr-2006-5.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-tr-2006-5.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-tr-2006-5_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-tr-2006-5_th.jpg
ferl-tr-2006-3,Water Temperatures In Adult Fishways At Mainstem Dams On The Snake And Columbia Rivers: Phase 2 — Biological Effects,2006,"Caudill, C.C.; Clabough, T.S.; Naughton, G.P.; Peery,C.A.; Burke, B.J.","Fish and Wildlife Sciences, University of Idaho; National Marine Fisheries Service, National Oceanic and Atmospheric Administration",Technical Report,2006-3,University of Idaho,"U.S. Army Corps of Engineers, Walla Walla District","Impoundments on the Columbia, Snake and Clearwater rivers have strong effects on the environment encountered by adult salmonids as they migrate upstream. Reservoirs influence seasonal temperature regimes and spatial heterogeneity in temperature, key factors affecting salmonid behavior. We hypothesized that temperature gradients in fish ladders caused by thermal layering in reservoirs and dam forebays represent potential thermal barriers impeding passage of adult salmonids. As a preliminary step in quantifying the biological effects of ladder temperature gradients on adult salmonids, we examined associations between fish passage behaviors and the difference between fish ladder exit and transition pool temperatures (ΔT) at the time of the first detection of fish at the base of fishways. Study sites included McNary Dam and the four lower Snake River dams and this report includes data collected from 2000 to 2003.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha",Bonneville Dam; Columbia River; Snake River; Lower Granite Dam; The Dalles Dam; John Day Dam; McNary Dam; Ice Harbor Dam; Lower Monumental Dam; Little Goose Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; bioenergetics; stream temperature; passage behavior; transition pools,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2006-03-Biological-effects-of-water-temperatures-in-mainstem-dam-fishways-2000-2003.pdf,ferl-tr-2006-3.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-tr-2006-3.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-tr-2006-3_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-tr-2006-3_th.jpg
ferl-tr-2006-2,"Non-Direct Homing By Adult Spring–Summer Chinook Salmon: Tributary Overshoot, Overshoot Fallback, And Temporary Nonnatal Tributary Use In The Columbia River Basin",2005,"Keefer, M.L.; Boggs, C.T.; Caudill, C.C.; Peery, C.A.; Moser, M.L.","Fish and Wildlife Sciences, University of Idaho; National Marine Fisheries Service, National Oceanic and Atmospheric Administration",Technical Report,2006-2,University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District","Homing movements of adult salmon and steelhead in the Columbia River system is a poorly understood aspect of migration, yet has important ecological and management implications. In this study, three migration behaviors—overshoot of natal tributaries, fallback at dams upstream from natal tributaries, and temporary non-natal tributary use—were evaluated for more than 5200 radio-tagged spring–summer Chinook salmon Oncorhynchus tshawytscha. Over seven years, from 1% to almost 80% of eleven Columbia River study stocks initially overshot natal tributaries and were recorded at upstream Columbia or Snake River dams (mean = 29%). Smaller proportions of each stock were recorded falling back at upstream dams (range = 0–49%, mean = 17%). The contribution of overshoot fallback to total fallback by salmon that returned to tributaries was approximately 20% at The Dalles, John Day, and Ice Harbor dams and was about 40% at McNary Dam. Proportions that temporarily entered non-natal tributaries ranged from 8% to 42% (mean = 22%) of each stock. Overshoot, overshoot fallback, and temporary tributary use behaviors were greatest when spawning tributaries and/or dams were in close geographic proximity. For example, 39% of Klickitat River salmon fell back at The Dalles Dam, 49% of Umatilla River salmon fell back at McNary Dam, and salmon from Bonneville pool tributaries were most likely to temporarily use nearby tributaries. In multivariate models, hatchery origin, fish sex, migration timing, and fallback at both upstream and downstream dams were also associated with non-direct homing behaviors. Overshoot and temporary tributary use events were complex and inter- related, likely reflecting a combination of active searching for olfactory cues from natal tributaries, behavioral thermoregulation, and geographic proximity among sites.","Chinook salmon, Oncorhynchus tshawytscha",Bonneville Dam; Columbia River; Snake River; Lower Granite Dam; The Dalles Dam; John Day Dam; McNary Dam; Ice Harbor Dam; Lower Monumental Dam; Little Goose Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; homing behaviors,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2006-02-CK-overshoot-Columbia-basin-1996-2003.pdf,ferl-tr-2006-2.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-tr-2006-2.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-tr-2006-2_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-tr-2006-2_th.jpg
ferl-tr-2006-1,An Evaluation Of Adult Chinook Salmon And Steelhead Behavior At The North-Shore Counting Window Of Lower Monumental Dam Using Radiotelemetry: 2004,2006,"Jepson, M.A.; Peery, C.A.; Burke, B.J.","Fish and Wildlife Sciences, University of Idaho; Ecology Division,Northwest Fisheries Center, National Marine Fisheries Service, National Oceanic and Atmospheric Administration",Technical Report,2006-1,University of Idaho,"U.S. Army Corps of Engineers, Walla Walla District","We used radiotelemetry to evaluate the behavior of adult steelhead and spring, summer, and fall Chinook salmon swimming past the counting window and its first upstream pool in the north-shore fishway at Lower Monumental Dam during 2004. We combined spring and summer Chinook runs for these analyses. Salmon and steelhead used for this evaluation were outfitted with radio transmitters at either Bonneville or Ice Harbor Dam.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha",Lower Monumental Dam; Columbia River; Snake River,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; passage behavior; animal tracking methdology,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2006-01-CK-SH-north-shore-count-window-Lower-Monumental-2004.pdf,ferl-tr-2006-1.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-tr-2006-1.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-tr-2006-1_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-tr-2006-1_th.jpg
ferl-tr-2005-8_draft,"Energy Use, Migration Times, And Spawning Success Of Adult Spring-Summer Chinook Salmon Returning To Spawning Areas In The South Fork Salmon River In Central Idaho. 2002 And 2003",2006,"Pinson, A.M.; Peery, C.A.; Congleton, J.L.; Moser, M.L.","Fish and Wildlife Sciences, University of Idaho; Northwest Fisheries Center, National Marine Fisheries Service, National Oceanic and Atmospheric Administration",Technical Report,2005-8 Draft,University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District; Bonneville Power Administration","Adult salmon do not feed during the spawning migration and rely on lipid and protein stores for energy to swim upstream and spawn. Behavior during migration, the rate at which energy is depleted, and ultimately reproductive success may be affected by river conditions (temperature and flow) and dam operations (e.g., spill, proportion of powerhouse flow, etc.) occurring during the spawning migration. Adult Chinook salmon, Oncorhynchus tshawytscha, must pass eight hydroelectric dams and reservoirs and migrate over 1000 river kilometers to reach spawning areas in the South Fork Salmon River in central Idaho. The goal of this study was to determine relationships between estimates of energy use, migration time, and reproductive success of adult Chinook salmon.","Chinook salmon, Oncorhynchus tshawytscha",Bonneville Dam; Columbia River; Snake River; Lower Granite Dam; The Dalles Dam; John Day Dam; McNary Dam; Ice Harbor Dam; Lower Monumental Dam; Little Goose Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; passage behavior; bioenergetics; fish condition; reproduction,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2005-08-CK-energy-use-spawning-success-South-Fork-Salmon-2002-2003-Draft.pdf,ferl-tr-2005-8_draft.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-tr-2005-8_draft.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-tr-2005-8_draft_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-tr-2005-8_draft_th.jpg
ferl-tr-2005-7,"Adult Steelhead Passage Through Fishways And Transition Pools At Bonneville, McNary, And Lower Granite Dams - 1996",2004,"Stuehrenberg, L.C.; Keefer, M.L.; Peery, C.A.; Tolotti, K.R.; Ringe, R.R.; Bjornn, T.C.; Burke, B.J.","Fish and Wildlife Sciences, University of Idaho; National Marine Fisheries Service, National Oceanic and Atmospheric Administration",Technical Report,2005-7,University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District; Bonneville Power Administration","Evaluation of fishway entrances used and passage through fishways by steelhead Oncorhynchus mykiss at dams in the lower Columbia and Snake rivers were objectives of the adult salmon and steelhead hydrosystem passage project. In 1996, we monitored passage through the fishways by outfitting steelhead with radio transmitters and installing full antenna/receiver coverage at Bonneville, McNary, and Lower Granite dams. Critical parameters studied were passage times for a fish to first approach the dam and first enter a fishway, total time to pass over the dam, which entrances were approached, where fish entered and exited the fishways, and their passage through transition pools and over the dams.","Steelhead, Oncorhynchus mykiss",Bonneville Dam; Columbia River; Snake River; McNary Dam; Lower Granite Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; passage behavior; fishways; transition pools,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2005-07-SH-fishway-use-Bonneville-McNary-Lower-Granite-1996.pdf,ferl-tr-2005-7.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-tr-2005-7.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-tr-2005-7_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-tr-2005-7_th.jpg
ferl-tr-2005-6,"Fallback, Reascension And Adjusted Fishway Escapement Estimates For Adult Chinook Salmon And Steelhead At Columbia And Snake River Dams, 1996-2003",2005,"Boggs, C.T.; Keefer, M.L.; Peery, C.A.; Stuehrenberg, L.C.; Burke, B.J.","Fish and Wildlife Sciences, University of Idaho; Northwest Fisheries Center, National Marine Fisheries Service, National Oceanic and Atmospheric Administration",Technical Report,2005-6,University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District","During their upstream spawning migration in the Columbia River basin, some adult salmon and steelhead Oncorhynchus spp. ascend and then fall back over mainstem hydroelectric dams. Fallback can result in fish injury or death, migration delays and biased fishway counts, the primary index for escapement and the basis for production estimates and harvest quotas. We used radio-telemetry to calculate fallback percentages and rates, reascension rates, biases in fishway escapement estimates due to fallback, and occurrence of behaviorally motivated fallback by fish that passed dams upstream from natal spawning sites. We also evaluated fallback by adult fish tha had been PIT tagged as juveniles (known source). The study area included the four Lower Columbia and the four Lower Snake River dams from 1996 to 2003. Research fish were adult spring–summer and fall Chinook salmon O. tshawytscha and steelhead O. mykiss collected at Bonneville Dam, the first dam Columbia River stocks encounter after leaving the ocean.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha; sockeye salmon, Oncorhynchus nerka",Bonneville Dam; Columbia River; Snake River; Lower Granite Dam; The Dalles Dam; John Day Dam; McNary Dam; Ice Harbor Dam; Lower Monumental Dam; Little Goose Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; passage behavior; fishways; fallback rates; PIT tags; passive integrated transponders,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2005-06-CK-SH-fallback-rates-adjusted-escapement-1996-2003.pdf,ferl-tr-2005-6.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-tr-2005-6.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-tr-2005-6_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-tr-2005-6_th.jpg
ferl-tr-2005-5,"Straying Rates Of Known-Origin Adult Chinook Salmon And Steelhead Within The Columbia River Basin, 2000-2003",2005,"Keefer, M.L.; Peery, C.A.; Firehammer, J.; Moser, M.L.","Fish and Wildlife Sciences, University of Idaho; National Marine Fisheries Service, National Oceanic and Atmospheric Administration",Technical Report,2005-5,University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District; Bonneville Power Administration","As part of a large-scale radiotelemetry study of Columbia River adult salmon and steelhead (Oncorhynchus spp.), we investigated permanent inter-basin straying by several important known-origin stocks. From 2000 to 2003 we radio-tagged 1,588 spring–summer Chinook salmon, 166 fall Chinook salmon, and 1,414 steelhead at Bonneville Dam that had been PIT-tagged as juveniles in tributaries, at hatcheries or at Snake or Columbia River dams. The largest samples were from the Snake River basin, including about 49% of spring–summer Chinook salmon, 73% of fall Chinook salmon, and 64% of steelhead. Between 16 and 33% of the samples were from the Columbia River basin upstream from Priest Rapids Dam, and 14% of the spring–summer Chinook were from the Yakima River.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha",Columbia River; Snake River; Yakima River; Priest Rapids Dam; Little White Salmon; Deschutes River; White Salmon River; John Day River,salmonids; radiotelemetry; migration; PIT tags; passive integrated transponders; inter-basin straying,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2005-05-CK-SH-Straying-rates-Columbia-basin-2000-2003.pdf,ferl-tr-2005-5.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-tr-2005-5.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-tr-2005-5_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-tr-2005-5_th.jpg
ferl-tr-2005-3,"Adult Salmon And Steelhead Passage Times Through Hydrosystem And Riverine Environments Of The Columbia River Basin, 1996-2002",2005,"Keefer, M.L.; Peery, C.A.; Jepson, M.A.; Bjornn, T.C.; Stuehrenberg, L.C.","Fish and Wildlife Sciences, University of Idaho; National Marine Fisheries Service, National Oceanic and Atmospheric Administration",Technical Report,2005-3,University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District; Bonneville Power Administration","We assessed upstream migration rates of more than 12,000 radio-tagged adult spring–summer and fall Chinook salmon (Oncorhynchus tshawytscha) and steelhead (O. mykiss) past Columbia and Snake river dams, reservoirs and longer hydrosystem reaches that included multiple dams and reservoirs. Passage rates were also calculated for 1,800 spring–summer Chinook salmon as they passed through 12 unimpounded reaches and tributaries. Most radio-tagged fish from all runs passed mainstem Columbia and Snake River dams in less than two days. Migration behavior in reservoirs and through multiple dam/reservoir reaches varied substantially within and between years and between species. Within years, spring– summer Chinook salmon migrated more rapidly as water temperature and date of migration increased; between years, spring–summer Chinook salmon migrated quickly in low-discharge years and slowly in high-discharge years. Steelhead migrations slowed dramatically when summer water temperatures peaked within each year then increased as rivers cooled in fall. Mean summer temperatures explained more between-year variation in steelhead passage rates than did differences in discharge. Fall Chinook salmon also slowed migration through the mainstem Columbia River during warm water periods. Protracted passage times within the hydrosystem were most likely for fish from all runs that fell back over and reascended dams, and for steelhead that sought thermal refugia by straying temporarily into coldwater tributaries. In tributaries and unimpounded reaches, migration date explained the most variance in spring–summer Chinook salmon migration rates while river discharge, migration year and migration reach were secondary. Both within and between years, spring–summer Chinook salmon migrated more rapidly as migration date increased and more slowly when discharge was high.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha",Bonneville Dam; Columbia River; Snake River; Lower Granite Dam; The Dalles Dam; John Day Dam; McNary Dam; Ice Harbor Dam; Lower Monumental Dam; Little Goose Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; passage behavior; fishways; fallback rates; PIT tags; passive integrated transponders,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2005-03-CK-SH-hydrosystem-passage-1996-2002.pdf,ferl-tr-2005-3.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-tr-2005-3.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-tr-2005-3_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-tr-2005-3_th.jpg
ferl-tr-2005-02,"Escapement, Harvest, And Unaccounted-For Loss Of Radio-Tagged Adult Chinook Salmon And Steelhead In The Columbia-Snake River Hydrosystem, 1996-2002",2005,"Keefer, M.L.; Peery, C.A.; Daigle, W.R.; Jepson, M.A.; Lee, S.R.; Boggs, C.T.; Tolotti, K.R.; Bjornn, T.C.; Burke, B.J.; Moser, M.L.; Stuehrenberg, L.C.","Fish and Wildlife Sciences, University of Idaho; National Marine Fisheries Service, National Oceanic and Atmospheric Administration",Technical Report,2005-02,University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District; Bonneville Power Administration","Accurate estimates of escapement by adult anadromous salmonids are difficult, especially in large, multi-stock river systems. We used radiotelemetry, a fishery reward program, and help from cooperating agencies and hatcheries to calculate escapement, harvest, and unaccounted-for loss rates for 10,498 adult Chinook salmon
(Oncorhynchus tshawytscha) and 5,324 steelhead (O. mykiss) during six migration years in the Columbia River basin. Mean annual escapements E27to spawning sites, hatcheries, or the upper bounds of the monitored hydrosystem (top of Lower Granite or Priest Rapids dams) were 73.4% (spring–summer Chinook salmon), 61.3% (fall Chinook salmon) and 62.6% (steelhead). Mean reported harvest rates were 8.7% (spring–summer Chinook), 22.0% (fall Chinook) and 15.1% (steelhead) within the mainstem hydrosystem, and 5.9, 3.4 and 5.7%, respectively, in lower hydrosystem tributaries. Harvest-adjusted escapement means for the monitored hydrosystem were 87.5% (spring–summer Chinook), 86.7% (fall Chinook), and 83.4% (steelhead). On average, 12 to 17% of each run had unknown fates within the mainstem hydrosystem.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha",Bonneville Dam; Columbia River; Snake River; Lower Granite Dam; The Dalles Dam; John Day Dam; McNary Dam; Ice Harbor Dam; Lower Monumental Dam; Little Goose Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; passage behavior; fishways; escapement estimates; harvest rates; loss rates,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2005-02-CK-SH-escapement-harvest-loss-1996-2002.pdf,ferl-tr-2005-02.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-tr-2005-02.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-tr-2005-02_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-tr-2005-02_th.jpg
ferl-tr-2004-11_draft,An Evaluation Of Adult Chinook Salmon And Steelhead Behavior At Counting Windows Of McNary Dam During 2002 & 2003 And The North Shore Counting Window At Ice Harbor Dam During 2003,2004,"Jepson, M.A.; Nauman, C.M.; Peery, C.A.; Dick, T.L.; Burke, B.J.","Idaho Cooperative Fish and Wildlife Research Unit; National Marine Fisheries Service, National Oceanic and Atmospheric Administration",Technical Report,2004-11 Draft,University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District","We used radio telemetry to evaluate the behavior of adult spring–summer Chinook salmon, fall Chinook salmon, and steelhead swimming past counting windows and through adjustable overflow weirs of the Oregon and Washington shore fishways at McNary Dam during 2002 and 2003. Similarly, we evaluated their behavior at the counting window and through the vertical-slot weirs of the North shore fishway at Ice Harbor Dam during 2003","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha",McNary Dam; Ice Harbor Dam; Columbia River,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; passage behavior; fishways; counting windows; transition pools,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2004-11-CK-SH-count-window-behavior-MN-IH-2002-2003-Draft.pdf,ferl-tr-2004-11_draft.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-tr-2004-11_draft.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-tr-2004-11_draft_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-tr-2004-11_draft_th.jpg
ferl-tr-2004-10,"Migration Of Adult Sockeye Salmon Past Columbia River Dams, Through Reservoirs And Distribution Into Tributaries, 1997",2004,"Naughton, G.P.; Keefer, M.L.; Bjornn, T.C.; Jepson, M.A.; Peery, C.A.; Tolotti, K.R.; Ringe, R.R.; Keniry, P.J.; Stuehrenberg, L.C.","Idaho Cooperative Fish and Wildlife Research Unit; National Marine Fisheries Service, National Oceanic and Atmospheric Administration",Technical Report,2004-10,University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District; Bonneville Power Administration","We captured 577 sockeye salmon Oncorhynchus nerka in the adult trapping facility at Bonneville Dam in 1997, released them with radio transmitters, and studied their passage past dams, through reservoirs and into tributaries. We set up radio receivers at Columbia and Snake river dams and at the mouths of major tributaries to monitor movements of salmon. Recaptures of salmon at hatcheries, weirs and traps, and data from mobile tracking were used to complete the migration history.","sockeye salmon, Oncorhynchus nerka",Bonneville Dam; Columbia River; Snake River; The Dalles Dam; John Day Dam; Priest Rapids Dam; Wanapum Dam; Rock Island Dam; Rocky Reach Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; passage behavior; fishways; counting windows; transition pools; escapements; fallbacks,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2004-10-SK-general-migration-1997.pdf,ferl-tr-2004-10.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-tr-2004-10.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-tr-2004-10_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-tr-2004-10_th.jpg
ferl-tr-2004-8,Migration Depths Of Adult Spring–Summer Chinook Salmon In The Lower Columbia And Snake Rivers In Relation To Dissolved Gas Supersaturation,2004,"Johnson, E.; Clabough, T.; Peery, C.; Bennett, D.; Bjornn, T.; Stuehrenberg, L.C.","Idaho Cooperative Fish and Wildlife Research Unit; National Marine Fisheries Service, National Oceanic and Atmospheric Administration",Technical Report,2004-8,University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District","Dissolved gas supersaturation in the Columbia and Snake rivers routinely occurs during the spring and summer freshet as a result of water spilling over dams and can be lethal to fish. Measurable plumes of high dissolved gas extend downstream of dam spillways and create gas supersaturated conditions that do not equilibrate in reservoirs. Based on modeling results, the extent of the dissolved gas plume downstream from Bonneville Dam before dissipating is at least 10 km and the lateral position of the plume is highly dependent on dam powerhouse operation and spill volume.","Chinook salmon, Oncorhynchus tshawytscha",Bonneville Dam; Columbia River; Snake River; Lower Granite Dam; The Dalles Dam; John Day Dam; McNary Dam; Ice Harbor Dam; Lower Monumental Dam; Little Goose Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; dissolved gas concentrations; migration depth; fish physiology; gas bubble disease,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2004-08-CK-depths-in-relation-to-dissolved-gas-lower-Columbia-River-2000.pdf,ferl-tr-2004-8.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-tr-2004-8.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-tr-2004-8_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-tr-2004-8_th.jpg
