objectid,title,date,authors,authors_affiliation,report_type,report_number,publisher,funder,abstract,species,places,concepts,source,language,rights,rightsstatement,format,type,original_filename,filename,display_template,object_location,image_small,image_thumb
ferl-tr-2000-3,"Adult Chinook And Sockeye Salmon, And Steelhead Fallback Rates At John Day Dam - 1996, 1997, And 1998",2000,"Bjornn, T.C.; Keefer, M.L.; Peery, C.A.; Tolotti, K.R.; Jepson, M.A.; Ringe, R.R.; Stuehrenberg, L.C.","Idaho Cooperative Fish and Wildlife Research Unit; National Marine Fisheries Service, National Oceanic and Atmospheric Administration",Technical Report,2000-3,University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District; Bonneville Power Administration","We outfitted 853 spring and summer Chinook salmon Onchorhynchus tshawytscha with radio transmitters at Bonneville Dam in 1996, 1,016 in 1997, and 957 in 1998. We outfitted 577 sockeye salmon O. nerka in 1997, 770 steelhead O. mykiss in 1996, 975 steelhead in 1997, and 1,032 fall Chinook salmon in 1998. Of these, 1,564 spring and summer Chinook salmon, 410 fall Chinook salmon, 430 sockeye salmon, and 1,024 steelhead retained transmitters and were recorded passing John Day Dam via fishways. An additional 19 to 45 spring and summer Chinook salmon, 71 fall Chinook salmon, 38 sockeye salmon, and 17 to 23 steelhead were known to pass the dam, either via the navigation lock, during fishway antenna outages, or with malfunctioning or lost transmitters. We monitored passage and fallbacks at John Day Dam using antennas/receivers in the tailrace and fishways in all years and supplemented that data with recapture records, telemetry records from receivers at upriver dams and the mouths of tributaries, and locations of fish by mobile trackers.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha",Snake River; Ice Harbor Dam; John Day Dam; Columbia River,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; fishways; passage behavior; fallback rates,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2000-03-John-Day-fallback-1996-1998.pdf,ferl-tr-2000-3.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-tr-2000-3.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-tr-2000-3_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-tr-2000-3_th.jpg
ferl-tr-2000-2,"Adult Chinook And Sockeye Salmon, And Steelhead Fallback Rates At The Dalles Dam - 1996, 1997, And 1998",2000,"Bjornn, T.C.; Keefer, M.L.; Peery, C.A.; Jepson, M.A.; Tolotti, K.R.; Ringe, R.R.; Stuehrenberg, L.C.","Idaho Cooperative Fish and Wildlife Research Unit; National Marine Fisheries Service, National Oceanic and Atmospheric Administration",Technical Report,2000-2,University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District; Bonneville Power Administration","We outfitted 853 spring and summer Chinook salmon Onchorhynchus tshawytscha with radio transmitters at Bonneville Dam in 1996, 1,016 in 1997, and 957 in 1998. We outfitted 577 sockeye salmon O. nerka in 1997, 770 steelhead O. mykiss in 1996, 975 steelhead in 1997, and 1,032 fall Chinook salmon in 1998. Of these, 1,894 spring and summer Chinook salmon, 616 fall Chinook salmon, 485 sockeye salmon, and 1,219 steelhead retained transmitters and were recorded passing The Dalles Dam via fishways. An additional 1% to 3% were known to pass the dam, either via the navigation lock or during antenna outages. We monitored passage and fallbacks at The Dalles Dam using antennas/receivers in the tailrace and fishways in all years and supplemented that data with recapture records, telemetry records from receivers at upriver dams and the mouths of tributaries, and locations of fish by mobile trackers.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha; sockeye salmon, Oncorhynchus nerka",Bonneville Dam; The Dalles Dam; Columbia River; Snake River,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; fishways; passage behavior; fallback rates,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2000-02-The-Dalles-fallback-1996-1998.pdf,ferl-tr-2000-2.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-tr-2000-2.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-tr-2000-2_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-tr-2000-2_th.jpg
ferl-tr-2000-1,"Adult Chinook And Sockeye Salmon, And Steelhead Fallback Rates At Bonneville Dam, - 1996-1998",2000,"Bjornn, T.C.; Keefer, M.L.; Peery, C.A.; Tolotti, K.R.; Ringe, R.R.; Stuehrenberg, L.C.","Idaho Cooperative Fish and Wildlife Research Unit; National Marine Fisheries Service, National Oceanic and Atmospheric Administration",Technical Report,2000-1,University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District; Bonneville Power Administration","Starting in 1996, we outfitted large numbers of adult spring and summer Chinook salmon Onchorhynchus tshawytscha, sockeye salmon O. nerka, and steelhead O. mykiss with radio transmitters at Bonneville Dam to monitor their passage at the dam s in the Columbia and Snake rivers and survival to natal streams. In this report, we present information on the percentage of salmon and steelhead that fell back at Bonneville Dam, fallback rates (includes multiple fallbacks by individual fish), relations to environmental variables, survival of fish that fell back, and bias in escapement estimates based on counts of fish at the dams. I n the three years 1996, 1997, and 1998 we outfitted 2,825 spring and summer Chinook salmon with transmitters, 577 sockeye salmon in 1997, 1,745 steelhead with transmitters in 1996 and 1997, and 1,032 fall Chinook salmon in 1998. Of these, 3,605 Chinook salmon, 562 sockeye salmon, and 1,640 steelhead passed the dam after they were released 10 km downstream from the dam. We monitored passage and fallbacks at the dam using antennas and receivers in the tailrace, fishways, and forebay in all years, and supplemented that data with recapture records, teleme try records from receivers at upriver dams and the mouths of tributaries, and locations of fish found by tracking with antennas on truck or boats.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha; sockeye salmon, Oncorhynchus nerka",Bonneville Dam; Columbia River; Snake River,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; fishways; passage behavior; fallback rates,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2000-01-Bonneville-Fallback-1996-1998.pdf,ferl-tr-2000-1.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-tr-2000-1.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-tr-2000-1_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-tr-2000-1_th.jpg
ferl-tr-99-6,Evaluation Of Running Turbine 1 At Maximum Capacity On Passage Of Adult Salmon And Steelhead At John Day Dam - 1997,1999,"Bjornn, T.C.; Peery, C.A.; Tolotti, K.R.; Jepson, M.A.; Stuehrenberg, L.C.","Idaho Cooperative Fish and Wildlife Research Unit; National Marine Fisheries Service, National Oceanic and Atmospheric Administration",Technical Report,99-6,University of Idaho,"U.S. Army Corps of Engineers, Portland District; Bonneville Power Administration","Passage rates and routes of adult Chinook and sockeye salmon and steelhead with radio transmitters were monitored at John Day Dam in 1997 with turbine 1 (south end of powerhouse) operated at two levels (100 and 150 MW ). A split-block experimental design was used to compare where fish approached and entered fishways, and mean and median times for fish to first approach and enter fishways when turbine 1 was operated at either of the two generation levels . Proportions of salmon and steelhead that approached and entered the south-shore fishway entrance and mean and median times for all three species to first approach and first enter fishways did not vary significantly in relation to turbine 1 operation. We conclude that operating turbine 1 at maximum capacity did not significantly affect passage for salmon and stee lhead at John Day Dam in 1997.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha",Bonneville Dam; John Day Dam; Columbia River; Snake River,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; fishways; passage behavior; turbine effects; experimental design,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,1999-06-John-Day-turbine-evaluation-on-CK-SH-1997.pdf,ferl-tr-99-6.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-tr-99-6.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-tr-99-6_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-tr-99-6_th.jpg
ferl-tr-99-5,"Effects Of Spill In Fall On Passage Of Adult Steelhead At John Day Dam, 1997",1999,"Bjornn, T.C.; Peery, C.A.; Tolotti, K.R.; Stuehrenberg, L.C.","Idaho Cooperative Fish and Wildlife Research Unit; National Marine Fisheries Service, National Oceanic and Atmospheric Administration",Technical Report,99-5,University of Idaho,"U.S. Army Corps of Engineers, Portland District; Bonneville Power Administration","A study was conducted in 1997 to determine the effects of low levels of daytime spill during the early fall on use of the north-shore fishway by steelhead at John Day Dam. Passage of steelhead with transmitters were monitored at the dam during alternating periods with and without daytime spill at the north end of the spillway. We found no significant difference in the proportion of steelhead that first approached and first entered the north-shore entrance (NSE), or eventually passed the dam using the north-shore fishway on days with and without spill. Likewise, median passage times for steelhead to first approach, first enter, and pass the dam using the north-shore fishway were not significantly different with and without spill. Spill levels used during the study averaged 1.7 kcfs, or about 1% of river flow on days with spill, and were insufficient to counter the outflow from the powerhouse near the south shore.","Steelhead, Oncorhynchus mykiss",Columbia River; John Day Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; fishways; passage behavior; spill levels; experimental design; vertical-slot weirs,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,1999-05-John-Day-spill-effects-on-SH-passage-1997.pdf,ferl-tr-99-5.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-tr-99-5.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-tr-99-5_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-tr-99-5_th.jpg
ferl-tr-99-4,Effects Of A Shad Fishery On Passage Of Adult Chinook Salmon Through The Oregon-Shore Fishway Ladder At The Dalles Dam - 1996,1999,"Peery, C.A.; Bjornn, T.C.; Tolotti, K.R.; Stuehrenberg, L.C.","Idaho Cooperative Fish and Wildlife Research Unit; National Marine Fisheries Service, National Oceanic and Atmospheric Administration",Technical Report,99-4,University of Idaho,"U.S. Army Corps of Engineers, Portland District; Bonneville Power Administration",A fishery for American shad Alosa sapidissima at the exit of the Oregon-shore ladder at The Dalles Dam in the spring of 1996 had the potential to disrupt passage of adult Chinook salmon Oncorhynchus tshawytscha through the ladder. We evaluated the effects of the shad fishery on passage by monitoring Chinook salmon with radio transmitters as they passed through the Oregon-shore fishway. Passage times for 54 radio-tagged Chinook salmon that exited the ladder during the period the shad fishery occurred were compared to passage times for 62 radio-tagged Chinook salmon that passed the dam prior to the shad fishery. We found no differences in median times for Chinook salmon to pass through and exit the ladder before and during the shad fishery using this simple comparison.,"American shad, Alosa sapidissima; Chinook salmon, Oncorhynchus tshawytscha",Columbia River; The Dalles Dam,salmonids; clupeids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; passage behavior; fishways; fisheries effects,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,1999-04-John-Day-Shad-effects-on-chinook-psssage-1996.pdf,ferl-tr-99-4.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-tr-99-4.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-tr-99-4_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-tr-99-4_th.jpg
ferl-tr-99-1,"Radio Telemetry Assessments Of Migration Patterns And Fallbacks Of Adult Salmon And Steelhead In The Forebay Of Bonneville Dam, 1997-1998",1999,"Bjornn, T.C.; Reischel, T.S.; Ringe, R.R.; Tolotii, K.R.; Stuehrenberg, L.C.","Idaho Cooperative Fish and Wildlife Research Unit; National Marine Fisheries Service, National Oceanic and Atmospheric Administration",Technical Report,99-1,University of Idaho,"U.S. Army Corps of Engineers, Portland District; Bonneville Power Administration","Migration routes of adult spring and summer Chinook Oncorhynchus tshawytscha and sockeye salmon O. nerka, and steelhead O. mykiss were monitored in the forebay of Bonneville Dam in 1997 to obtain information that could be used to reduce fallback of adults at the dam. Adult spring and summer Chinook salmon were also radio-tracked in 1998 as a continuation of the 1997 study. In 1996, we determined in the adult passage studies that significant numbers of Chinook salmon fell back over Bonneville Dam, and that most of the fallbacks were fish that had passed the dam via the Bradford Island fishway. In 1997, 991 adult spring and summer Chinook salmon, 577 sockeye salmon, and 975 steelhead were trapped at Bonneville Dam, outfitted with radio transmitters, and released downstream from the dam. In 1998, adult spring/summer (957 fish) and fall Chinook salmon (1022 fish) were trapped, tagged and released downstream from Bonneville Dam, but only a sample of the spring/summer Chinook salmon were tracked in the forebay. As the fish with transmitters reascended the dam and exited the Bradford Island fishway into the forebay, they were followed by boat to determine their route through the forebay of powerhouse I and on upstream. We were particularly interested in routes that led to fallbacks at the dam. Because of high flows in 1997, there was an extended period of forced spill that lasted into July. During the April-July period, 122 spring/summer Chinook salmon, 110 sockeye salmon, and 10 steelhead in 1997, and 129 adult spring/summer Chinook in 1998 were tracked in the forebay of Bonneville Dam.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha; sockeye salmon, Oncorhynchus nerka",Columbia River; Snake River; Bonneville Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; fishways; passage behavior; fallback rates,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,1999-01-Fallback-forebay-Bonneville-1997-1998.pdf,ferl-tr-99-1.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-tr-99-1.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-tr-99-1_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-tr-99-1_th.jpg
ferl-tr-98-5,Evaluation Of Adult Chinook And Sockeye Salmon Passage At Priest Rapids And Wanapum Dams - 1997,1998,"Peery, C.A.; Bjornn, T.C.; Tolotti, K.R.",Idaho Cooperative Fish and Wildlife Research Unit,Technical Report,98-5,University of Idaho,"Public Utility of Grant County, Ephrata Washington","Radio-tagged adult spring and summer Chinook salmon Oncorhynchus tshawytscha and sockeye salmon O. nerka were monitored to evaluate passage conditions at Priest Rapids and Wanapum dams, mid-Columbia River, during 1997. Passage conditions were assessed during two treatment conditions: half the powerhouse orifice gates open and all orifice gates closed. Six travel time variables were analyzed using ANOVA analysis and two non-parametric tests. We concluded that closing orifice gates at Priest Rapids and Wanapum dams did not have a significant effect on passage of Chinook and sockeye salmon in 1997. Chinook and sockeye salmon passed through the Hanford Reach section of the Columbia River in 2 to 3 d. Of 217 Chinook salmon that reached Priest Rapids Dam, 199 eventually passed the dam, in 37.6 h, and reached Wanapum Dam. One hundred and ninety Chinook salmon are known to have crossed Wanapum Dam in 20.1 h. Of 440 sockeye salmon that reached Priest Rapids Dam, 427 eventually crossed the dam, in 18.6 h, and reached Wanapum Dam. Four hundred and nine sockeye salmon are known to have crossed Wanapum Dam in 29.7 h. A prototype fishway fence installed inside the west-powerhouse entrance (Lew2) at Priest Rapids Dam was not effective at reducing the number of salmon that exited from the fishway at that point. Salmon were not held up at the fish counting station in the east-shore ladder at Priest Rapids Dam. However, passage times were about three times longer to pass the coded-wire-tag trap near the top of the ladder when the trap was operating as compared to the same section of ladder when the trap was not operating, resulting in median delays 42 min for Chinook salmon and 2.1 h for sockeye salmon. Salmon used the new vertical-slot gate placed at the west-shore fishway entrance (Rew2) as readily as the two other main entrances (Se2 and Se3) at Wanapum Dam. Six (3.0%) Chinook salmon and 16 (3.9%) sockeye salmon fell back at Priest Rapids Dam. Five Chinook salmon and 15 sockeye salmon eventually re-crossed Priest Rapids Dam after an average delay of about 26 h. Eight (4.1%) Chinook salmon and 19 (4.5%) sockeye salmon fell back at Wanapum Dam. Seven Chinook salmon and 12 sockeye salmon eventually re-crossed Wanapum Dam after average delays of about 42 to 48 h.","Chinook salmon, Oncorhynchus tshawytscha; sockeye salmon, Oncorhynchus nerka",Columbia River; Priest Rapids Dam; Wanapum Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; fishways; passage behavior; fallback rates,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,1998-05-CK-SK-passage-at-Priest Rapids-and-Wanapum-1997.pdf,ferl-tr-98-5.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-tr-98-5.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-tr-98-5_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-tr-98-5_th.jpg
ferl-tr-1996-01,Evaluation Of Adult Chinook Salmon Passage At Priest Rapids Dam With Orifice Gates Open And Closed,1996,"Bjornn, T.C.; Jepson, M.A.; Peery, C.A.; Tolotti, K.R.",Idaho Cooperative Fish and Wildlife Research Unit,Technical Report,1996-01,University of Idaho,"Public Utility District of Grant County
Ephrata, Washington","Radio-tagged adult spring and summer Chinook salmon were monitored to evaluate passage condition at Priest Rapids Dam, mid-Columbia River, during 1996. Passage times were assessed during two treatment conditions: half the powerhouse orifice gates open and all orifice gates closed. Travel times from first record in the tailrace to first approach at the dam, to first entry into the fishway, first entry to the junction pool, and to pass the dam were not significantly different with respect to orifice gate closure. Of 119 radio-tagged Chinook salmon monitored at Priest Rapids Dam, 115 salmon eventually crossed the dam. Salmon entered the fishway collection channel mainly at the east-shore and west-powerhouse entrances. There were more entries than exits at the east entrance, but more exits than entries at the west-powerhouse openings. Half the radio-tagged Chinook salmon passed Priest Rapids Dam in less than 37.6 h. About one-third of time to pass the dam was associated with movements in and out of the junction pool area. After entering the junction pool for the first time, most (79%) fish returned to the collection channel and then exited and re-entered the fishway an average of 6.5 times before successfully crossing the dam. Six fish fell back over the dam during this study, for a fallback rate of 5.2%. Four fish re-ascended the dam in an average of 9.8 days.","Chinook salmon, Oncorhynchus tshawytscha",Columbia River; Priest Rapids Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; fishways; passage behavior; fallback rates,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,1996-01-CK-passage-at-Priest Rapids-1996.pdf,ferl-tr-1996-01.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-tr-1996-01.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-tr-1996-01_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-tr-1996-01_th.jpg
ferl-tr-2017-2,"Migration Of Adult Salmonids In The Federal Columbia River Hydrosystem: A Summary Of Radiotelemetry Studies, 1996-2014",2017,"Keefer, M.L.; Jepson, M.A.; Clabough, T.S.; Caudill, C.C.; Bjornn, T.C.; Burke, B.J.; Caudill, C.C.; Frick, K.; Matter, A.L.; Moser, M.L.; Peery, C.A.; Stuehrenberg, L.C.","Idaho Cooperative Fish and Wildlife Research Unit; Idaho Cooperative Fish and Wildlife Research Unit; National Marine Fisheries Service, National Oceanic and Atmospheric Administration",Technical Report,2017-2,University of Idaho,"U.S. Army Corps of Engineers, Portland District","Radiotelemetry has been used by University of Idaho and research partners to study migration and dam passage behavior of adult salmon and steelhead in the Federal Columbia River Power System (FCRPS) since the 1990s. During fifteen return years in the period 1996-2014, more than 26,800 adult salmonids were tagged at Bonneville Dam and monitored as they migrated through the FCRPS and into tributaries. Monitoring varied through time in response to evolving study objectives and there is an extensive series of technical reports and peer-reviewed papers that have summarized annual and multi-year study results. However, there has not been a single-source compilation of the data, methods, and results across the nearly two-decade time series.
This document and supporting appendices and databases address four primary objectives: Metadata: Document radiotelemetry metadata, including antenna deployment sites, fish handling and tagging protocols, and telemetry data processing and quality control procedures; 
Database Delivery: Compile and standardize all data associated with the radio-tagged fish, including filtered (i.e., ‘coded’) radiotelemetry and PIT-tag detection histories into a master database for each species and run; 
Bibliography: Provide a bibliography and key-word index of technical reports and peer- reviewed papers associated with the radiotelemetry studies to expedite researcher and manager access to existing results; 
FCRPS Adult Passage Metrics: Generate selected adult salmon and steelhead passage behavior and passage performance metrics for all study years and species at eight FCRPS projects: Bonneville, The Dalles, John Day, McNary, Ice Harbor, Lower Monumental, and Lower Granite dams.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha; sockeye salmon, Oncorhynchus nerka",,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,UI Adult Salmon and Steelhead Synthesis.pdf,ferl-tr-2017-2.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-tr-2017-2.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-tr-2017-2_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-tr-2017-2_th.jpg
ferl-lr-2015-09-24,"Behavior of radio-tagged adult steelhead before, during, and after the spill test at The Dalles Dam in September 2014",2015-09-24,Jepson; Keefer; Caudill,Idaho Cooperative Fish and Wildlife Research Unit,Letter Report,2015-09-24,University of Idaho,,,,,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2015 LR 24Sep15 TD14SH spill test.pdf,ferl-lr-2015-09-24.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-lr-2015-09-24.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-lr-2015-09-24_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-lr-2015-09-24_th.jpg
ferl-lr-2011-12-15,Temperature regimes during upstream migration and use of thermal refugia by adult salmon and steelhead in the Columbia River basin,2011-12-15,Keefer; Caudill,Idaho Cooperative Fish and Wildlife Research Unit,Letter Report,2011-12-15,University of Idaho,,,,,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2011 LR 15Dec11 UI-FWS  expanded thermal refugia report..pdf,ferl-lr-2011-12-15.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-lr-2011-12-15.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-lr-2011-12-15_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-lr-2011-12-15_th.jpg
ferl-lr-2011-01-12,"Use of floating orifice gate fishway entrances by adult Chinook salmon, steelhead, sockeye salmon and Pacific lamprey at Bonneville Dam",2011-01-12,Keefer,Idaho Cooperative Fish and Wildlife Research Unit,Letter Report,2011-01-12,University of Idaho,,,,,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2011 LR 12Jan11 MN CK Tilt Weir summary13Jan11 to DF.pdf,ferl-lr-2011-01-12.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-lr-2011-01-12.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-lr-2011-01-12_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-lr-2011-01-12_th.jpg
ferl-lr-2011-07-05,Preliminary evaluation of radio-telemetry data for Chinook salmon at McNary Dam – 2010,2011-07-05,Jepson; Caudill; Keefer; Burke,Idaho Cooperative Fish and Wildlife Research Unit,Letter Report,2011-07-05,University of Idaho,,,,,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2011 LR 05Jul11 UI Bonneville Floating Orifice Gate letter report July 2011.pdf,ferl-lr-2011-07-05.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-lr-2011-07-05.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-lr-2011-07-05_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-lr-2011-07-05_th.jpg
ferl-lr-2010-02-11,Temperature regimes during upstream migration and the use of thermal refugia by adult salmon and steelhead in the Columbia River basin,2010-02-11,Keefer; Caudill; Peery,Idaho Cooperative Fish and Wildlife Research Unit,Letter Report,2010-02-11,University of Idaho,,,,,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2010 LR 11Feb10 UI LM09CK Radiodata vs Counts report 11Feb10.pdf,ferl-lr-2010-02-11.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-lr-2010-02-11.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-lr-2010-02-11_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-lr-2010-02-11_th.jpg
ferl-lr-2010-03-10,Adult Chinook salmon and Pacific lamprey behavior in Bonneville’s UMT channel,2010-03-10,Keefer; Caudill,Idaho Cooperative Fish and Wildlife Research Unit,Letter Report,2010-03-10,University of Idaho,,,,,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2010 LR 10Mar10 UI UMT channel summary 10 March 2010 (2).pdf,ferl-lr-2010-03-10.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-lr-2010-03-10.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-lr-2010-03-10_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-lr-2010-03-10_th.jpg
ferl-lr-2010-05-06,Evaluation of passage and fallback events by radio-tagged Chinook salmon at Ice Harbor and Lower Monumental Dams as they relate to fish count discrepancies -2009,2010-05-06,Jepson; Keefer; Caudill,Idaho Cooperative Fish and Wildlife Research Unit,Letter Report,2010-05-06,University of Idaho,,,,,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2010 LR 06May10 UI-FWS  expanded thermal refugia report 15Dec2011.pdf,ferl-lr-2010-05-06.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-lr-2010-05-06.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-lr-2010-05-06_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-lr-2010-05-06_th.jpg
