objectid,title,date,description,editors,contributors,publisher,source,format,type,language,rights,rightsstatement,filename,display_template,object_location,image_small,image_thumb
blot_2016-10,Blot Magazine October 2016,2016-10,Moscow's model citizens; From clovers to trout; Sentiments on self-care; Armed and Idahoan; Emotional support for sale; The true measure of love; Four times the legacy,"Bond, Corrin; Bamer, Erin; Stanley, Krista; Nelson, Tea; Kiebert, Lyndsie; Fox, Tess; Callaham, Cassidy","Fox, Tess; Gray, Cydnie; Hoffman, Justin; Nelson, Tea; Trombly, Lindsay; Maas, Austin; Whitley, Claire; Jimenez, Leslie; Hall, Le; Hansen, JP; Muir, Cody; Evans, Joleen, Chen, Yishan; Kiebert, Leslie",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2016-10.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2016-10.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2016-10_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2016-10_th.jpg
blot_2016-12,Blot Magazine December 2016,2016-12,The self among the stars; Storytelling through simulation; More than a mountain; The journey unfolding; Talking the talk; Where communities overlap; One mile at a time,"Bond, Corrin; Bamer, Erin; Stanley, Krista; Nelson, Tea; Kiebert, Lyndsie; Fox, Tess; Callaham, Cassidy","Fox, Tess; Gray, Cydnie; Hoffman, Justin; Trombly, Lindsay; Jimenez, Leslie; Karst, Michaela; Maas, Austin; Stewart, Hailey; Hall, Le; Hansen, JP; Muir, Cody; Evans, Joleen; Chen, Yishan; Kiebert, Leslie",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2016-12.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2016-12.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2016-12_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2016-12_th.jpg
blot_2017-03,Blot Magazine March 2017,2017-03,Unplugged; The fabric of learning; Preservation by the drop; The power of mind; Pandora open the music box; The academic playbook; The women of a movement,"Bond, Corrin; Bamer, Erin; Stanley, Krista; Nelson, Tea; Kiebert, Lyndsie; Evans, Joleen; Callaham, Cassidy","Fox, Tess; Hoffman, Justin; Trombly, Lindsay; Stewart, Hailey; Fox, Tess; Cardon, Savannah; Scott, Carly; Orr, Lauren; Lowe, Emily; Hall, Le; Hansen, JP; Coker, Blake; Kiebert, Leslie; Finfrock, Justin",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2017-02.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2017-03.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2017-03_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2017-03_th.jpg
blot_2017-05,Blot Magazine May 2017,2017-05,"Why they left; Home in the great unknown; Africa's gardeners; Toeing life's line; A metronome of mentorship; The burning battle; Small world, big orders","Bond, Corrin; Bamer, Erin; Stanley, Krista; Nelson, Tea; Kiebert, Lyndsie; Evans, Joleen; Callaham, Cassidy","Fox, Tess; Trombly, Lindsay; Cardon, Savannah; Miller, Jamie; Hall, Le; Yager, Kat; Coker, Blake; Bledsoe, Julianne; Rydalch, Nina; Stewart, Hailey; Maas, Austin; Lowe, Emily; Cardon, Savannah; Kiebert, Leslie; Finfrock, Jordan; Zierler, Sierra",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2017-05.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2017-05.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2017-05_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2017-05_th.jpg
blot_2017-10,Blot Magazine October 2017,2017-10,A moonscape of earth; Reading the lanes; Challenging assumptions; The borders of legality; Behind the lights and sirens; Raised a Vandal,"Stewart, Hailey; Cardon, Savannah; Fox, Tess; Evans, Joleen; Brand, Andrew; Nelson, Tea; Rydalch, Nina","Bond, Corrin; Etchemendy, Nicole; Mendez, Martha; Orr, Lauren; Kiebert, Leslie; Garcia, Ray; Johnston, Abigail; Miller, Jamie; Trombly, Lindsay; Coker, Blake; Hansen, JP",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2017-10.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2017-10.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2017-10_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2017-10_th.jpg
blot_2017-12,Blot Magazine December 2017,2017-12,Tensions rising; More than a game; Making a marching band; Cultivating a lifestyle; Investing in education; The stories untold; Home and haven,"Stewart, Hailey; Cardon, Savannah; Fox, Tess; Evans, Joleen; Brand, Andrew; Nelson, Tea; Rydalch, Nina","Etchemendy, Nicole; McKeown, Claire; Pfannstiel, Kyle; Kiebert, Leslie; Garcia, Ray; Johnston, Abigail; Miller, Jamie; Trombly, Lindsay; Coker, Blake",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2017-12.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2017-12.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2017-12_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2017-12_th.jpg
blot_2018-03,Blot Magazine March 2018,2018-03,Breaking the mold; A price to pay; A forever home; 'Everyone has to live somewhere'; Rolling on the river; A changing landscape,"Stewart, Hailey; Cardon, Savannah; Fox, Tess; Evans, Joleen; Brand, Andrew; Nelson, Tea","Etchemendy, Nicole; McKeown, Claire; Spelbring, Meredith; Moffitt, Cadence; Flores, Chelsey; Kiebert, Leslie; Johnston, Abigail; Trombly, Lindsay; Brizee, Alex; Phelps, Britani; Linn, Evan",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2018-03.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2018-03.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2018-03_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2018-03_th.jpg
blot_2018-05,Blot Magazine May 2018,2018-05,"A place to call home; Wordly research; A culture of coffee; ""Why not women?""; Breaking down barriers; Finding balance; Tradition and talent","Stewart, Hailey; Cardon, Savannah; Fox, Tess; Evans, Joleen; Brand, Andrew; Nelson, Tea","Etchemendy, Nicole; McKeown; Spelbring; Clark, Colton; Moffitt, Cadence; Visser, Andrew; Kiebert, Leslie; Johnston, Abigail; Trombly, Laindsay; Brizee, Alex; Phelps, Britani; Linn, Evan",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2018-05.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2018-05.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2018-05_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2018-05_th.jpg
blot_2018-10,Blot Magazine October 2018,2018-10,"Finding balance; Deying the numbers; Where civility stands; Sex, tech, and modern courtship; A guiding paw; The unseen opposition","Stewart, Hailey; Heersink, Olivia; Brizee, Alex; Evans, Joleen; Pfannenstiel, Kyle; Spelbring, Meredith; Hill, Brandon","Stewart, Hailey; Heersink, Olivia; Pfannenstiel, Kyle; Spelbring, Meredith; Hill, Brandon; Etchemendy, Nicole; Kiebert, Leslie; Evans, Joleen; Finnegan, Brianna; Trombly, Lindsay; Brizee, Alex; Moffitt, Cadence; Coy, Ethan; Maciel, Pepe; Brune, Isabel; Helal, Riley",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2018-10.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2018-10.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2018-10_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2018-10_th.jpg
blot_2018-12,Blot Magazine December 2018,2018-12,Studying hungry; More than what meets the eye; The science behind the craft; Documented and afraid; The age of convergence; Nature's balancing act; Breaking focus,"Stewart, Hailey; Heersink, Olivia; Brizee, Alex; Evans, Joleen; Pfannenstiel, Kyle; Spelbring, Meredith; Hill, Brandon","Stewart, Hailey; Heersink, Olivia; Pfannenstiel, Kyle; Spelbring, Meredith; Hill, Brandon; Etchemendy, Nicole; Rothenberg, Max; Finnegan, Brianna; Kiebert, Leslie; Evans, Joleen; Brizee, Alex; Moffitt, Cadence; Coy, Ethan; Maciel, Pepe; Trombly, Lindsay; Brune, Isabel; Hughbanks, Grayson; Moffitt, Cadence; Brizee, Alex; Helal, Riley; Hughbanks, Grayson",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2018-12.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2018-12.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2018-12_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2018-12_th.jpg
blot_2019-03,Blot Magazine March 2019,2019-03,Breaking down bars; Local service turned global; Connecting with the crowd; Putting the person first; The science of artistry; Building a cleaner future,"Stewart, Hailey; Heersink, Olivia; Brizee, Alex; Evans, Joleen; Pfannenstiel, Kyle; Spelbring, Meredith; Hill, Brandon","Stewart, Hailey; Heersink, Olivia; Spelbring, Meredith; Brizee, Alex; Evans, Joleen; Finnegan, Brianna; Kiebert, Leslie; Coy, Ethan; Moffitt, Cadence; Coy, Ethan; Maciel, Pepe; Trombly, Lindsay; Hughbanks, Grayson; Helal, Riley; Sucedo, Alex",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2019-03.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2019-03.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2019-03_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2019-03_th.jpg
blot_2019-05,Blot Magazine May 2019,2019-05,Bred for success; 'We just want to live'; One dot at a time; Taking a bite out of education; Cycling full circle; Preserving an industry,"Stewart, Hailey; Heersink, Olivia; Brizee, Alex; Evans, Joleen; Pfannenstiel, Kyle; Spelbring, Meredith; Hill, Brandon","Stewart, Hailey; Heersink, Olivia; Spelbring, Meredith; Hill, Brandon; Rothenberg, Max; Brizee, Alex; Pfannenstiel, Alex; Marshall, Elizabeth; Moffitt, Cadence; Coy, Ethan; Maciel, Pep; Saucedo, Alex; Hughbanks, Grayson; Finnegan, Brianna; Kiebert, Leslie; Evans, Joleen; Helal, Riley",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2019-05.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2019-05.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2019-05_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2019-05_th.jpg
blot_2019-10,Blot Magazine October 2019,2019-10,"More than a word; Changes in latitudes, changes in attitudes, changes in fashion; Stay alert, stay aware, stay alive; 100 years of 'Go Vandals'; What does it mean to be a Vandal?; Coming home; Diving deeper; As the arrow flies; Humans of Moscow; Firewood","Trombly, Lindsay; Spain, Allison; Hunsaker, Hagen; Finnegan, Brianna; Marshall, Elizabeth; Allred, Cody","Anderson, Trent; Brass, Saydee; Carr, Stevie; Cortez, Alexis; Dennis, Ellen; Elmer, Austin; Etchemendy, Nicole; Eujayl, Hatim; French, Emma; Haun, Riley; Kiebert, Leslie; Myers, Autumn; Nelson, Kali; O'Bryant, Bailey; Phipps, Mary; Siegel, Dylan; Van Horn, Alexis; Wiedenmann, Rachel",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2019-10.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2019-10.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2019-10_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2019-10_th.jpg
blot_2019-12,Blot Magazine December 2019,2019-12,"8,000 Miles away from home; Collecting memories; The bayou; Take a breath; Art of drag","Trombly, Lindsay; Spain, Allison; Hunsaker, Hagen; Finnegan, Brianna; Haun, Riley; Allred, Cody","Anderson, Trent; Carr, Stevie; Emler, Austin; Fackler, Abby; French, Emma; Holdridge, Lizzie; Kiebert, Leslie; Lowe, Kristen; Lund, Taylor; Myers, Autumn; Nelson, Kai; Phipps, Mary; Rokovits, Jasmine; Siegel, Dylan; Wiedenmann, Rachel",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2019-12.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2019-12.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2019-12_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2019-12_th.jpg
blot_2020-03,Blot Magazine March 2020,2020-03,The bean breakdown; Flashes of pink and green; A community divided; The close up; Standing out,"Trombly, Lindsay; Allred, Cody; Anderson, Trent; Finnegan, Brianna; Haun, Riley; Carr, Stevie; Holdridge, Lizzie","Emler, Austin; Eujayl, Hatim; Foster, Dylan; Handy, Mason; Lengele, Bonnie; Lowe, Kristen; Lund, Taylor; Moore, Dani; Nelson, Kali",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2020-03.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2020-03.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2020-03_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2020-03_th.jpg
blot_2020-05,Blot Magazine May 2020,2020-05,"Faces of fire; 33,000 Films later; A journey of self acceptance; A right to vote; Color in darkness","Trombly, Lindsay; Allred, Cody; Anderson, Trent; Finnegan, Brianna; Haun, Riley; Carr, Stevie; Holdridge, Lizzie","Brown, Dakota; Emler, Austin; Fackler, Abby; Foster, Dylan; Helal, Riley; Lengele, Bonnie; Lowe, Kristen; Lund, Taylor; Moore, Dani; Nelson, Kali",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2020-05.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2020-05.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2020-05_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2020-05_th.jpg
blot_2020-10,Blot Magazine October 2020,2020-10,"The history repeated; The new (social distanced, mask-wearing) kids on the block; Finding normalcy; ""Now more than ever, people are listening""; Lockdown abroad","Allred, Cody; Haun, Riley; Lund, Taylor; Moore, Dani; Finnegan, Brianna; Holdridge, Elizabeth","Brockett, Bailey; Davies, Nataly; Carr, Stevie; Hawkins, Danielle; Fackler, Abby; Jackovich, Hanna; Lengele, Bonnie; Brown, Dakota; Bartlow, Joel; Stone, Maxen; Emler, Austin; Boobar, Emma; Foster, Dylan",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2020-10.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2020-10.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2020-10_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2020-10_th.jpg
blot_2020-12,Blot Magazine December 2020,2020-12,"Testing the connection; Missing Moscow; Looking to the past for future success; 'History doesn't repeat itself, but it does rhyme'; From used to useful; Spooky stories to tell in your dorms; Humans of Moscow","Allred, Cody; Haun, Riley; Lund, Taylor; Moore, Dani; Finnegan, Brianna; Holdridge, Elizabeth","Brockett, Bailey; Davies, Nataly; Hawkins, Danielle; Fackler, Abby; Jackovich, Hanna; Brown, Dakota; Bartlow, Joel; Stone, Maxen; Emler, Austin; Boobar, Emma; Foster, Dylan; Palermo, Angela; Casas-Carrillo, Monica; Abajero, Ryan; Manning, Ava; Isenberger, Ashley; Moore, Dani; Lund, Taylor",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2020-12.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2020-12.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2020-12_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2020-12_th.jpg
blot_2021-03,Blot Magazine March 2021,2021-03,"Women's center; Stopping the violence before it starts; An evolution of women in athletics; Beauty in authenticity; Happily, they/them","Finnegan, Brianna; Fackler, Abby; Isenberger, Ashley; Holdridge, Lizzie; Davies, Nataly; Palermo, Angela","Abajero, Julius Ryan; Brockett, Bailey; Bartlow, Joel; Brown, Dakota; Carrillo-Casas, Monica; Emler, Austin; Foster, Dylan; Hawkins, Danielle; Jackovich, Hanna; Kolpitcke, Carter; McCollum, Anteia; Moore, Dani; Pearce, Emily; Roberts, Cody; Stone, Maxen",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2021-03.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2021-03.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2021-03_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2021-03_th.jpg
blot_2021-05,Blot Magazine May 2021,2021-05,A stressed-out student guide to houseplants; Alternative native hunting in the gem state; Fire!: Keeping up with the bees; Your guide to getting outside; Focused on fish; The arboretum; Ruffled feathers,"Finnegan, Brianna; Fackler, Abby; Isenberger, Ashley; Holdridge, Lizzie; Davies, Nataly; Palermo, Angela","Abajero, Julius Ryan; Brockett, bailey; Bartlow, Joel; Brown, Dakota; Carrillo-Casas, Monica; Ebenroth, Becca; Erickson, Ellie; Emler, Austin; Foster, Dylan; Hawkins, Danielle; Jackovich, Hanna; McCollum, Anteia; Moore, Dani; Pearce, Emily; Roberts, Cody; Watkins, Connor",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2021-05.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2021-05.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2021-05_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2021-05_th.jpg
blot_2021-10,Blot Magazine October 2021,2021-10,Gettin' down and derby; '90's fashion: a photo story; Vandals back to the future; What 90's comeback trend are you?; HUmans of Moscow; Caught in a keepsake; Cuffing season,"Finnegan, Brianna; Fackler, Abby; Isenberger, Ashley; Brown, Dakota; Davies, Nataly; Brockett, Bailey; Pearce, Emily","Ebenroth, Rebecca; Erickson, Ellie; Estrada, Maria; Foster, Dylan; McCollum, Anteia; Moore, Dani; Ramirez, Daniel",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2021-10.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2021-10.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2021-10_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2021-10_th.jpg
blot_2021-12,Blot Magazine December 2021,2021-12,"Sustainability starts at home; VTD program studies digital worlds; The evolution of Title IX; Swipe, scroll, retweet, repeat; Goals powered by Hydrogen; What the future of mental health holds; Creative writing","Finnegan, Brianna; Fackler, Abby; Isenberger, Ashley; Brown, Dakota; Davies, Nataly; Brockett, Bailey; Pearce, Emily","Ebenroth, Rebecca; Enderle, Cindy; Erickson, Ellie; Estrada, Maria; Foster, Dylan; Gomez, Litzy; Hockema, Katarina; Mazzarella, Gia; McCollum, Anteia; Olivo, Danny; Ramirez, Daniel; Schwartz, Megan; Silva, Angeline; Varela, Ivan; Webster, Olivia",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2021-12.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2021-12.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2021-12_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2021-12_th.jpg
blot_1946-12,Blot Magazine December 1946,1946-12,"Hollywood Beckoned; ""Sketch""; Eggs in the Nest; Speaking of Dogs; Here's Your Fifteen Cents; Thank Your Lucky Stars!; Patriotism is a Word; Premiere Danseuse; The Private World of Freshman Mitty; Speed; Chicago!; Students in the News; Poetry; Choosing a Dream; Panama Lady; Quote; The Ghost on the ""I"" Tower; Calling all Girls; Young Angelo; Golf; KUOI on the Air; Pandemonium","Robinson, Elizabeth; Paulsen, Maurice; Booth, Bob; Potvin, Greg; Rankin, Don; Morris, Marge","Harris, Polly; Kans, Nels; Bertrand, Phyllis; Kelly, Pat; Wren, Geraldine; Hickman, Margaret; Garrison, Beverly; Hanson, Joyce; Kelley, Joanne; Murphy, Bates; Hart, Lois; Utter, Don; Wetherbee, Thelma; Kruse, Joe; Holden, Betty Jean; Wright, Ward; Hobza, Naomi; Kelly, Bill; Darwin, Sheila; Booth, Bob",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_1946-12.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_1946-12.pdf,https://objects.lib.uidaho.edu/blot/small/blot_1946-12_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_1946-12_th.jpg
