objectid,title,date,description,editors,contributors,publisher,source,format,type,language,rights,rightsstatement,filename,display_template,object_location,image_small,image_thumb
blot_2013-02,Blot Magazine March 2013,2013-02,Daubs and dyes; Hope after the storm; Go your own way; Catwalk colors; Colors of culture; Color according to doc; Can you hear the snow?; Beyond black and white; Living space; The eye of the beholder; Digging that silver and gold,"Hard, Vicky; Treffry, Lindsey; Worrell, Avery; Vukelich, Philip; Eiguren, Elisa; Krasselt, Kaitlyn","Sword, Katy; Deskins, Andrew; McCord, Madison; Rambo, Chloe; Kiser, Britt; Brown, Dylan; Hart, Jesse; Crosby, Hayden; Marcolina, Tony; Canul, Amrah; Derry, Rebecca; Kimberling, Ethan",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2013-02.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2013-02.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2013-02_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2013-02_th.jpg
blot_2013-04,Blot Magazine April 2013,2013-04,Know the risks; Bessie's closing the circle; Summer sippin'; Overbooks and overbusy; After hours; Hidden places hidden faces; When it hits the fan; Making a musical; Say cheese,"Hard, Vicky; Treffry, Lindsey; Worrell, Avery; Vukelich, Philip; Sword, Katy; Krasselt, Kaitlyn","McCord, Madison; Brown, Dylan; Deskins, Andrew; Sword, Katy; Hart, Jesse; Stromberg, Abi; Crosby, Hayden; Kimberling, Ethan; Derry, Rebecca; Lynch, Hannah",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2013-04.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2013-04.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2013-04_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2013-04_th.jpg
blot_2013-10,Blot Magazine October 2013,2013-10,"Find a penny, pick it up; More than a pin; I-D-A-H-O Idaho, Idaho, Go! Go! Go!; Little credit, lots of work; Come on home; Take it off; Printing in plastic; Twenty words or less; The big boo-boo; Small doses; Grow it alone","Hart, Victoria; Tarinelli, Ryan; Derry, Rebecca; Vukelich, Philip; Moroney, Kaitlin; Emery, Amber","Clark, Rick; Deskins, Andrew; Delavan, Michaela; Harrington, Elena; Epperson, Elizabeth; Ginnetti, Curtis; Whitely, Claire; Krasselt, Kaitlyn; Hart, Jesse; Crosby, Hayden; Marcolina, Tony; Stomberg, Abi; Pinion, Laci; Patterson, Annie; Lynch, Hannah; Wellner, Shane; Vukelich, Philip",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2013-10.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2013-10.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2013-10_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2013-10_th.jpg
blot_2013-12,Blot Magazine December 2013,2013-12,"Happy holidays, happy me; It's personal; Family, faith, film; Game of greed; Feeling the fury; Preach; Get vandalous","Hart, Victoria; Tarinelli, Ryan; Derry, Rebecca; Vukelich, Philip; Moroney, Kaitlin; Emery, Amber","Anchustegui, Arianna; Delavan, Michaela; Deskins, Andrew; Harrington, Elena; Krasselt, Kaitlyn; Pantone, Cara; Whitley, Claire; Betts, David; Greene, Jessica; Hart, Jesse; Marcolina, Tony; Inman, Kait; Pinion, Laci",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2013-12.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2013-12.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2013-12_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2013-12_th.jpg
blot_2014-03,Blot Magazine March 2014,2014-03,Long time in town; Idaho's music clock; Where are the women; Falling for math; 1 day at the Bagel Shop; It's a numbers game; Deferred consequences; Breaking the cycle,"Hart, Vicky; Tarinelli, Ryan; Moroney, Kaitlin; Vukelich, Philip; Ericson, Aleya; Emery, Amber","Anchustegui, Arianna; Krasselt, Kaitlyn; Neal, Alexia; Shirley, Hannah; Whitley, Claire; Betts, David; Hart, Jesse; Harner, Sway; Krasselt, Kaitlyn; Vukelich, Philip",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2014-03.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2014-03.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2014-03_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2014-03_th.jpg
blot_2014-05,Blot Magazine May 2014,2014-05,Get out; On the map; Above the ceiling; Rock it; Furry family; Supporting all students; Skin to the wind; Going to seed,"Hart, Vicky; Tarinelli, Ryan; Moroney, Kaitlin; Vukelich, Philip; Ericson, Aleya; Emery, Amber","Anchustegui, Arianna; Brown, Nate; Carter, Miranda Rae; Jackson, Daphne; Smith, Jake; Whitley, Claire; Betts, David; Whitling, Cy; Harner, Sway; Krasselt, Kaitlyn",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2014-05.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2014-05.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2014-05_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2014-05_th.jpg
blot_2014-10,Blot Magazine October 2014,2014-10,Humans of Moscow; Trans*; Going wild; A balancing act; Heading for the border,"Tarinelli, Ryan; Whitley, Claire; Hilsenbeck, Katelyn; Betts, David; Ericson, Aleya","Carter, Miranda Rae; Emery, Amber; Krasselt, Kaitlyn; Neal, Alexia; Vukelich, Philip; Wood, George Jr.; Lynch, Hannah",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2014-10.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2014-10.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2014-10_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2014-10_th.jpg
blot_2014-12,Blot Magazine December 2014,2014-12,Antiquing history; On the cover; Leading in law; Coffee camaraderie; The secret life of Sowa,"Tarinelli, Ryan; Whitley, Claire; Hilsenbeck, Katelyn; Betts, David; Ericson, Aleya","Carter, Miranda Rae; Dempsey, Christopher; Jackson, Daphne; McDonald, Korbin; Pantone, Cara; Wood, George Jr.; Flynn, Jackson; Vukelich, Philip; Hoffman, Justin; Krasselt, Kaitlyn",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2014-12.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2014-12.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2014-12_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2014-12_th.jpg
blot_2015-03,Blot Magazine March 2015,2015-03,From Idaho to Detroit; The road to Moscow; Chasing a dream; College bartending; Behind an RA's door,"Tarinelli, Ryan; Whitley, Claire; Hilsenbeck, Katelyn; Anchustegui, Arianna; Betts, David; Ericson, Aleya","Carter, Miranda Rae; Dempsey, Christopher; Emery, Amber; McDonald, Korbin; Pantone, Cara; Fields, Caden; Flynn, Jackson; Warden, Amelia C.; Gray, Cydnie; Hoffman, Justin; Krasselt, Kaitlyn",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2015-03.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2015-03.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2015-03_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2015-03_th.jpg
blot_2015-05,Blot Magazine May 2015,2015-05,"Connecting and creating; Smart drug science; Stepping, strolling, saluting; Sports anxiety; Exploring Pizza Pit","Tarinelli, Ryan; Whitley, Claire; Hilsenbeck, Katelyn; Anchustegui, Arianna; Betts, David; Ericson, Aleya","Bond, Corrin; Carter, Miranda Rae; Pantone, Cara; Wiebe, Stephan; Fields-Brown, Caden; Flynn, Jackson; Warden, Ameila C.; Gray, Cydnie; Hoffman, Justin; Krasselt, Kaitlyn",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2015-05.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2015-05.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2015-05_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2015-05_th.jpg
blot_2015-10,Blot Magazine October 2015,2015-10,Orange is the new black; In step; A Taylored experience; An increasing investment; Humans of Moscow,"Whitley, Claire; Bond, Corrin; Hilsenbeck, Katelyn; McDonald, Korbin; Betts, David; Bamer, Erin","Rydalch, Nina; Brizee, Alex; Gray, Cydnie; Hoffman, Justin; Fox, Tess; Brizee, Alex; Rydalch, Nina; Flynn, Jackson",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2015-10.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2015-10.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2015-10_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2015-10_th.jpg
blot_2015-12,Blot Magazine December 2015,2015-12,Greek family; Growing like a weed; Athletes' bodies; College companions,"Whitley, Claire; Bond, Corrin; Hilsenbeck, Katelyn; Hall, Megan; Betts, David; Bamer, Erin","Bovee, Jessica; Maas, Austin; malone, Mary; Meyer, Will; Rydalch, Nina; Shirley, Hannah; Chen, Michael; Fox, Tess; Brizee, Alex; Rydalch, Nina; Flynn, Jackson; Gray, Cydnie; Hoffman, Justin; Hall, Megan",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2015-12.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2015-12.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2015-12_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2015-12_th.jpg
blot_2016-03,Blot Magazine March 2016,2016-03,The art of perseverance; From the ground up; For the love of science; Altruistic autism; Creating a community through culture; Humans of Moscow,"Whitley, Claire; Bond, Corrin; Hilsenbeck, Katelyn; Betts, David; Bamer, Erin","Keenan, Catherine; Callaham, Cassidy; Pantone, Cara; Flynn, Jackson; Gray, Cydnie; Hoffman, Justin; Stanley, Krista",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2016-03.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2016-03.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2016-03_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2016-03_th.jpg
blot_2016-05,Blot Magazine May 2016,2016-05,Improvised motion; A little whinny; Gliding across the floor; A week in Amsterdam; Behind the brew,"Whitley, Claire; Bond, Corrin; Hilsenbeck, Katelyn; Nelson, Tea; Betts, David; Bamer, Erin","Chen, Yishan; Flynn, Jackson; Callaham, Cassidy; Maas, Austin; Kiebert, Lyndsie; Keenan, Catherine; Hoffman, Justin; Stanley, Krista; Hall, Megan; Gray, Cydnie",University of Idaho Student Media,"Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",application/pdf,Text,eng,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Copyright is retained by original copyright holders. Please contact Blot Magazine, Student Media, University of Idaho, https://www.uidaho.edu/current-students/student-involvement/student-media",http://rightsstatements.org/vocab/InC-EDU/1.0/,blot_2016-05.pdf,pdf,https://objects.lib.uidaho.edu/blot/blot_2016-05.pdf,https://objects.lib.uidaho.edu/blot/small/blot_2016-05_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_2016-05_th.jpg
